Entity,Code,Year,Wind capacity (total) (GW)
Romania,ROU,2013,2.773
Romania,ROU,2014,3.244
Romania,ROU,2015,3.13
Romania,ROU,2016,3.025
Romania,ROU,2017,3.029798
Romania,ROU,2018,3.032258
Romania,ROU,2019,3.037515
Romania,ROU,2020,3.012527
Romania,ROU,2021,3.014958
Romania,ROU,2022,3.0152018
Romania,ROU,2023,3.0872018
Russia,RUS,2000,0.003
Russia,RUS,2001,0.003
Russia,RUS,2002,0.007
Russia,RUS,2003,0.009
Russia,RUS,2004,0.009
Russia,RUS,2005,0.01
Russia,RUS,2006,0.01
Russia,RUS,2007,0.01
Russia,RUS,2008,0.01
Russia,RUS,2009,0.01
Russia,RUS,2010,0.01
Russia,RUS,2011,0.01
Russia,RUS,2012,0.01
Russia,RUS,2013,0.01
Russia,RUS,2014,0.01
Russia,RUS,2015,0.010899999
Russia,RUS,2016,0.010899999
Russia,RUS,2017,0.010899999
Russia,RUS,2018,0.051900003
Russia,RUS,2019,0.101900004
Russia,RUS,2020,0.9453
Russia,RUS,2021,1.955
Russia,RUS,2022,2.218
Russia,RUS,2023,2.51775
Saint Kitts and Nevis,KNA,2010,0.0022
Saint Kitts and Nevis,KNA,2011,0.0022
Saint Kitts and Nevis,KNA,2012,0.0022
Saint Kitts and Nevis,KNA,2013,0.0022
Saint Kitts and Nevis,KNA,2014,0.0022
Saint Kitts and Nevis,KNA,2015,0.0022
Saint Kitts and Nevis,KNA,2016,0.0022
Saint Kitts and Nevis,KNA,2017,0.0022
Saint Kitts and Nevis,KNA,2018,0.0022
Saint Kitts and Nevis,KNA,2019,0.0022
Saint Kitts and Nevis,KNA,2020,0.0022
Saint Kitts and Nevis,KNA,2021,0.0022
Saint Kitts and Nevis,KNA,2022,0.0022
Saint Kitts and Nevis,KNA,2023,0.0022
Saint Pierre and Miquelon,SPM,2000,0.0006
Saint Pierre and Miquelon,SPM,2001,0.0006
Saint Pierre and Miquelon,SPM,2002,0.0006
Saint Pierre and Miquelon,SPM,2003,0.0006
Saint Pierre and Miquelon,SPM,2004,0.0006
Saint Pierre and Miquelon,SPM,2005,0.0006
Saint Pierre and Miquelon,SPM,2006,0.0006
Saint Pierre and Miquelon,SPM,2007,0.0006
Saint Pierre and Miquelon,SPM,2008,0.0006
Saint Pierre and Miquelon,SPM,2009,0.0006
Saint Pierre and Miquelon,SPM,2010,0.0006
Saint Pierre and Miquelon,SPM,2011,0.0006
Saint Pierre and Miquelon,SPM,2012,0.0006
Saint Pierre and Miquelon,SPM,2013,0.0006
Saint Pierre and Miquelon,SPM,2014,0.0006
Samoa,WSM,2014,0.00055
Samoa,WSM,2015,0.00055
Samoa,WSM,2016,0.00055
Samoa,WSM,2017,0.00055
Samoa,WSM,2018,0.00055
Samoa,WSM,2019,0.00055
Samoa,WSM,2020,0.00055
Samoa,WSM,2021,0.00055
Samoa,WSM,2022,0.00055
Samoa,WSM,2023,0.00055
Saudi Arabia,SAU,2017,0.00275
Saudi Arabia,SAU,2018,0.00275
Saudi Arabia,SAU,2019,0.00325
Saudi Arabia,SAU,2020,0.00325
Saudi Arabia,SAU,2021,0.00325
Saudi Arabia,SAU,2022,0.40325
Saudi Arabia,SAU,2023,0.40325
Senegal,SEN,2019,0.0552
Senegal,SEN,2020,0.1587
Senegal,SEN,2021,0.1587
Senegal,SEN,2022,0.1587
Senegal,SEN,2023,0.1587
Serbia,SRB,2012,0.0005
Serbia,SRB,2013,0.0005
Serbia,SRB,2014,0.0005
Serbia,SRB,2015,0.0104
Serbia,SRB,2016,0.017
Serbia,SRB,2017,0.025
Serbia,SRB,2018,0.227
Serbia,SRB,2019,0.398
Serbia,SRB,2020,0.398
Serbia,SRB,2021,0.398
Serbia,SRB,2022,0.398
Serbia,SRB,2023,0.511
Seychelles,SYC,2013,0.006
Seychelles,SYC,2014,0.006
Seychelles,SYC,2015,0.006
Seychelles,SYC,2016,0.006
Seychelles,SYC,2017,0.006
Seychelles,SYC,2018,0.006
Seychelles,SYC,2019,0.006
Seychelles,SYC,2020,0.006
Seychelles,SYC,2021,0.006
Seychelles,SYC,2022,0.006
Seychelles,SYC,2023,0.006
Singapore,SGP,2017,0.000100000005
Singapore,SGP,2018,0.000100000005
Singapore,SGP,2019,0.000100000005
Singapore,SGP,2020,0.000100000005
Singapore,SGP,2021,0.000100000005
Singapore,SGP,2022,0.000100000005
Singapore,SGP,2023,0.000100000005
Slovakia,SVK,2003,0.003
Slovakia,SVK,2004,0.003
Slovakia,SVK,2005,0.005
Slovakia,SVK,2006,0.005
Slovakia,SVK,2007,0.005
Slovakia,SVK,2008,0.005
Slovakia,SVK,2009,0.003
Slovakia,SVK,2010,0.003
Slovakia,SVK,2011,0.003
Slovakia,SVK,2012,0.003
Slovakia,SVK,2013,0.005
Slovakia,SVK,2014,0.003
Slovakia,SVK,2015,0.003
Slovakia,SVK,2016,0.003
Slovakia,SVK,2017,0.004
Slovakia,SVK,2018,0.003
Slovakia,SVK,2019,0.004
Slovakia,SVK,2020,0.004
Slovakia,SVK,2021,0.004
Slovakia,SVK,2022,0.004
Slovakia,SVK,2023,0.004
Slovenia,SVN,2012,0.002
Slovenia,SVN,2013,0.002
Slovenia,SVN,2014,0.003
Slovenia,SVN,2015,0.003
Slovenia,SVN,2016,0.003
Slovenia,SVN,2017,0.0033
Slovenia,SVN,2018,0.0033
Slovenia,SVN,2019,0.0033
Slovenia,SVN,2020,0.0033
Slovenia,SVN,2021,0.003328
Slovenia,SVN,2022,0.003328
Slovenia,SVN,2023,0.003328
Somalia,SOM,2012,0.0022
Somalia,SOM,2013,0.0022
Somalia,SOM,2014,0.0022
Somalia,SOM,2015,0.0028
Somalia,SOM,2016,0.0028
Somalia,SOM,2017,0.00355
Somalia,SOM,2018,0.00355
Somalia,SOM,2019,0.00355
Somalia,SOM,2020,0.00355
Somalia,SOM,2021,0.00355
Somalia,SOM,2022,0.00355
Somalia,SOM,2023,0.00355
South Africa,ZAF,2002,0.00316
South Africa,ZAF,2003,0.00316
South Africa,ZAF,2004,0.00316
South Africa,ZAF,2005,0.00316
South Africa,ZAF,2006,0.00316
South Africa,ZAF,2007,0.00316
South Africa,ZAF,2008,0.008359999
South Africa,ZAF,2009,0.008359999
South Africa,ZAF,2010,0.01016
South Africa,ZAF,2011,0.01016
South Africa,ZAF,2012,0.01016
South Africa,ZAF,2013,0.257
South Africa,ZAF,2014,0.569
South Africa,ZAF,2015,1.079
South Africa,ZAF,2016,1.473
South Africa,ZAF,2017,2.094
South Africa,ZAF,2018,2.094
South Africa,ZAF,2019,2.094
South Africa,ZAF,2020,2.516
South Africa,ZAF,2021,2.495
South Africa,ZAF,2022,3.163
South Africa,ZAF,2023,3.442
South America,,2000,0.02967
South America,,2001,0.027196
South America,,2002,0.027896
South America,,2003,0.027196
South America,,2004,0.047196
South America,,2005,0.042195998
South America,,2006,0.258616
South America,,2007,0.290006
South America,,2008,0.45555398
South America,,2009,0.819363
South America,,2010,1.155707
South America,,2011,1.685011
South America,,2012,2.301626
South America,,2013,2.802563
South America,,2014,6.5211287
South America,,2015,9.913865
South America,,2016,12.916028
South America,,2017,15.703423
South America,,2018,19.116539
South America,,2019,20.669704
South America,,2020,24.201263
South America,,2021,29.729929
South America,,2022,33.5724
South America,,2023,39.84458
South Georgia and the South Sandwich Islands,SGS,2000,0.000006
South Georgia and the South Sandwich Islands,SGS,2001,0.000006
South Georgia and the South Sandwich Islands,SGS,2002,0.000006
South Georgia and the South Sandwich Islands,SGS,2003,0.000006
South Georgia and the South Sandwich Islands,SGS,2004,0.000006
South Georgia and the South Sandwich Islands,SGS,2005,0.000006
South Georgia and the South Sandwich Islands,SGS,2006,0.000006
South Georgia and the South Sandwich Islands,SGS,2007,0.000006
South Georgia and the South Sandwich Islands,SGS,2008,0.000006
South Georgia and the South Sandwich Islands,SGS,2009,0.000006
South Georgia and the South Sandwich Islands,SGS,2010,0.000006
South Georgia and the South Sandwich Islands,SGS,2011,0.000006
South Georgia and the South Sandwich Islands,SGS,2012,0.000006
South Georgia and the South Sandwich Islands,SGS,2013,0.000006
South Georgia and the South Sandwich Islands,SGS,2014,0.000006
South Georgia and the South Sandwich Islands,SGS,2015,0.000006
South Georgia and the South Sandwich Islands,SGS,2016,0.000006
South Georgia and the South Sandwich Islands,SGS,2017,0.000006
South Georgia and the South Sandwich Islands,SGS,2018,0.000006
South Georgia and the South Sandwich Islands,SGS,2019,0.000006
South Georgia and the South Sandwich Islands,SGS,2020,0.000006
South Georgia and the South Sandwich Islands,SGS,2021,0.000006
South Georgia and the South Sandwich Islands,SGS,2022,0.000006
South Georgia and the South Sandwich Islands,SGS,2023,0.000006
South Korea,KOR,2000,0.007
South Korea,KOR,2001,0.011
South Korea,KOR,2002,0.013
South Korea,KOR,2003,0.019
South Korea,KOR,2004,0.029
South Korea,KOR,2005,0.099
South Korea,KOR,2006,0.178
South Korea,KOR,2007,0.196
South Korea,KOR,2008,0.304
South Korea,KOR,2009,0.351
South Korea,KOR,2010,0.382
South Korea,KOR,2011,0.425
South Korea,KOR,2012,0.464
South Korea,KOR,2013,0.576
South Korea,KOR,2014,0.612
South Korea,KOR,2015,0.847
South Korea,KOR,2016,1.067
South Korea,KOR,2017,1.215
South Korea,KOR,2018,1.42
South Korea,KOR,2019,1.494
South Korea,KOR,2020,1.645
South Korea,KOR,2021,1.724
South Korea,KOR,2022,1.908459
South Korea,KOR,2023,2.1673188
Spain,ESP,2000,2.206
Spain,ESP,2001,3.397
Spain,ESP,2002,4.891
Spain,ESP,2003,5.945
Spain,ESP,2004,8.317
Spain,ESP,2005,9.918
Spain,ESP,2006,11.722
Spain,ESP,2007,14.82
Spain,ESP,2008,16.555
Spain,ESP,2009,19.176
Spain,ESP,2010,20.693
Spain,ESP,2011,21.529
Spain,ESP,2012,22.789
Spain,ESP,2013,22.958
Spain,ESP,2014,22.925
Spain,ESP,2015,22.943
Spain,ESP,2016,22.99
Spain,ESP,2017,23.12448
Spain,ESP,2018,23.405054
Spain,ESP,2019,25.590076
Spain,ESP,2020,26.81919
Spain,ESP,2021,27.90765
Spain,ESP,2022,30.113764
Spain,ESP,2023,31.027763
Sri Lanka,LKA,2000,0.003
Sri Lanka,LKA,2001,0.003
Sri Lanka,LKA,2002,0.003
Sri Lanka,LKA,2003,0.003
Sri Lanka,LKA,2004,0.003
Sri Lanka,LKA,2005,0.003
Sri Lanka,LKA,2006,0.003
Sri Lanka,LKA,2007,0.003
Sri Lanka,LKA,2008,0.003
Sri Lanka,LKA,2009,0.003
Sri Lanka,LKA,2010,0.03385
Sri Lanka,LKA,2011,0.043849997
Sri Lanka,LKA,2012,0.07665
Sri Lanka,LKA,2013,0.08145
Sri Lanka,LKA,2014,0.12145
Sri Lanka,LKA,2015,0.13145
Sri Lanka,LKA,2016,0.13145
Sri Lanka,LKA,2017,0.13145
Sri Lanka,LKA,2018,0.12844999
Sri Lanka,LKA,2019,0.12844999
Sri Lanka,LKA,2020,0.179
Sri Lanka,LKA,2021,0.252
Sri Lanka,LKA,2022,0.252
Sri Lanka,LKA,2023,0.267
Sweden,SWE,2000,0.209
Sweden,SWE,2001,0.295
Sweden,SWE,2002,0.357
Sweden,SWE,2003,0.417
Sweden,SWE,2004,0.475
Sweden,SWE,2005,0.522
Sweden,SWE,2006,0.585
Sweden,SWE,2007,0.823
Sweden,SWE,2008,1.089
Sweden,SWE,2009,1.475
Sweden,SWE,2010,2.017
Sweden,SWE,2011,2.764
Sweden,SWE,2012,3.606
Sweden,SWE,2013,4.194
Sweden,SWE,2014,5.088
Sweden,SWE,2015,5.819
Sweden,SWE,2016,6.435
Sweden,SWE,2017,6.611
Sweden,SWE,2018,7.3
Sweden,SWE,2019,8.681
Sweden,SWE,2020,9.976
Sweden,SWE,2021,12.116
Sweden,SWE,2022,14.279
Sweden,SWE,2023,16.252
Switzerland,CHE,2000,0.003
Switzerland,CHE,2001,0.005
Switzerland,CHE,2002,0.005
Switzerland,CHE,2003,0.005
Switzerland,CHE,2004,0.009
Switzerland,CHE,2005,0.012
Switzerland,CHE,2006,0.012
Switzerland,CHE,2007,0.012
Switzerland,CHE,2008,0.014
Switzerland,CHE,2009,0.018
Switzerland,CHE,2010,0.042
Switzerland,CHE,2011,0.046
Switzerland,CHE,2012,0.049
Switzerland,CHE,2013,0.06
Switzerland,CHE,2014,0.06
Switzerland,CHE,2015,0.06
Switzerland,CHE,2016,0.075
Switzerland,CHE,2017,0.075
Switzerland,CHE,2018,0.075
Switzerland,CHE,2019,0.075
Switzerland,CHE,2020,0.087
Switzerland,CHE,2021,0.087
Switzerland,CHE,2022,0.087
Switzerland,CHE,2023,0.087
Syria,SYR,2004,0.0006
Syria,SYR,2005,0.0006
Syria,SYR,2006,0.0006
Syria,SYR,2007,0.0006
Syria,SYR,2008,0.0006
Syria,SYR,2009,0.0006
Syria,SYR,2010,0.0006
Syria,SYR,2011,0.0006
Syria,SYR,2012,0.0006
Syria,SYR,2013,0.0006
Syria,SYR,2014,0.0006
Syria,SYR,2015,0.0006
Syria,SYR,2016,0.0006
Syria,SYR,2017,0.0006
Syria,SYR,2018,0.0006
Syria,SYR,2019,0.0006
Syria,SYR,2020,0.0006
Syria,SYR,2021,0.0006
Syria,SYR,2022,0.0006
Syria,SYR,2023,0.0006
Taiwan,TWN,2000,0.0026
Taiwan,TWN,2001,0.005
Taiwan,TWN,2002,0.00854
Taiwan,TWN,2003,0.00854
Taiwan,TWN,2004,0.00854
Taiwan,TWN,2005,0.02394
Taiwan,TWN,2006,0.10199
Taiwan,TWN,2007,0.18599
Taiwan,TWN,2008,0.25039
Taiwan,TWN,2009,0.37429002
Taiwan,TWN,2010,0.47589
Taiwan,TWN,2011,0.52269
Taiwan,TWN,2012,0.57098997
Taiwan,TWN,2013,0.61419
Taiwan,TWN,2014,0.63719
Taiwan,TWN,2015,0.64669
Taiwan,TWN,2016,0.68209004
Taiwan,TWN,2017,0.69239
Taiwan,TWN,2018,0.713151
Taiwan,TWN,2019,0.845159
Taiwan,TWN,2020,0.937115
Taiwan,TWN,2021,1.033368
Taiwan,TWN,2022,1.5810549
Taiwan,TWN,2023,2.673822
Tanzania,TZA,2020,0.0024
Tanzania,TZA,2021,0.0024
Tanzania,TZA,2022,0.0024
Tanzania,TZA,2023,0.0024
Thailand,THA,2006,0.00034
Thailand,THA,2007,0.00094
Thailand,THA,2008,0.0010800001
Thailand,THA,2009,0.0050999997
Thailand,THA,2010,0.0056
Thailand,THA,2011,0.0073
Thailand,THA,2012,0.1117
Thailand,THA,2013,0.2227
Thailand,THA,2014,0.2245
Thailand,THA,2015,0.2339
Thailand,THA,2016,0.50704
Thailand,THA,2017,0.62782
Thailand,THA,2018,1.1028199
Thailand,THA,2019,1.50682
Thailand,THA,2020,1.50673
Thailand,THA,2021,1.545326
Thailand,THA,2022,1.545323
Thailand,THA,2023,1.545323
Tokelau,TKL,2019,0.000015
Tokelau,TKL,2020,0.000015
Tokelau,TKL,2021,0.000015
Tokelau,TKL,2022,0.000015
Tokelau,TKL,2023,0.000015
Tonga,TON,2013,0.000011
Tonga,TON,2014,0.000011
Tonga,TON,2015,0.000022
Tonga,TON,2016,0.000022
Tonga,TON,2017,0.000022
Tonga,TON,2018,0.000022
Tonga,TON,2019,0.0013969999
Tonga,TON,2020,0.0013969999
Tonga,TON,2021,0.0013969999
Tonga,TON,2022,0.0013969999
Tonga,TON,2023,0.0013969999
Trinidad and Tobago,TTO,2015,0.00001
Trinidad and Tobago,TTO,2016,0.00001
Trinidad and Tobago,TTO,2017,0.00001
Trinidad and Tobago,TTO,2018,0.00001
Trinidad and Tobago,TTO,2019,0.00001
Trinidad and Tobago,TTO,2020,0.00001
Trinidad and Tobago,TTO,2021,0.00001
Trinidad and Tobago,TTO,2022,0.00001
Trinidad and Tobago,TTO,2023,0.00001
Tunisia,TUN,2000,0.01065
Tunisia,TUN,2001,0.01065
Tunisia,TUN,2002,0.01065
Tunisia,TUN,2003,0.01937
Tunisia,TUN,2004,0.01937
Tunisia,TUN,2005,0.01937
Tunisia,TUN,2006,0.01937
Tunisia,TUN,2007,0.01937
Tunisia,TUN,2008,0.01937
Tunisia,TUN,2009,0.053689998
Tunisia,TUN,2010,0.053689998
Tunisia,TUN,2011,0.053689998
Tunisia,TUN,2012,0.173
Tunisia,TUN,2013,0.2
Tunisia,TUN,2014,0.233
Tunisia,TUN,2015,0.24
Tunisia,TUN,2016,0.24
Tunisia,TUN,2017,0.24
Tunisia,TUN,2018,0.245
Tunisia,TUN,2019,0.245
Tunisia,TUN,2020,0.245
Tunisia,TUN,2021,0.245
Tunisia,TUN,2022,0.245
Tunisia,TUN,2023,0.245
Turkey,TUR,2000,0.019
Turkey,TUR,2001,0.019
Turkey,TUR,2002,0.019
Turkey,TUR,2003,0.019
Turkey,TUR,2004,0.019
Turkey,TUR,2005,0.021
Turkey,TUR,2006,0.059
Turkey,TUR,2007,0.146
Turkey,TUR,2008,0.364
Turkey,TUR,2009,0.792
Turkey,TUR,2010,1.32
Turkey,TUR,2011,1.729
Turkey,TUR,2012,2.261
Turkey,TUR,2013,2.76
Turkey,TUR,2014,3.63
Turkey,TUR,2015,4.503
Turkey,TUR,2016,5.751
Turkey,TUR,2017,6.51615
Turkey,TUR,2018,7.0053864
Turkey,TUR,2019,7.5911555
Turkey,TUR,2020,8.832395
Turkey,TUR,2021,10.606975
Turkey,TUR,2022,11.39616
Turkey,TUR,2023,11.69716
Ukraine,UKR,2000,0.005
Ukraine,UKR,2001,0.036229998
Ukraine,UKR,2002,0.04623
Ukraine,UKR,2003,0.0544
Ukraine,UKR,2004,0.0714
Ukraine,UKR,2005,0.0766
Ukraine,UKR,2006,0.0766
Ukraine,UKR,2007,0.082
Ukraine,UKR,2008,0.083
Ukraine,UKR,2009,0.086
Ukraine,UKR,2010,0.088
Ukraine,UKR,2011,0.146
Ukraine,UKR,2012,0.248
Ukraine,UKR,2013,0.362
Ukraine,UKR,2014,0.51390004
Ukraine,UKR,2015,0.51390004
Ukraine,UKR,2016,0.526
Ukraine,UKR,2017,0.553
Ukraine,UKR,2018,0.62077004
Ukraine,UKR,2019,1.2577701
Ukraine,UKR,2020,1.402
Ukraine,UKR,2021,1.761
Ukraine,UKR,2022,1.761
Ukraine,UKR,2023,1.761
United Arab Emirates,ARE,2013,0.00085
United Arab Emirates,ARE,2014,0.0017
United Arab Emirates,ARE,2015,0.0017
United Arab Emirates,ARE,2021,0.000015
United Arab Emirates,ARE,2022,0.000015
United Arab Emirates,ARE,2023,0.103515
United Kingdom,GBR,2000,0.435
United Kingdom,GBR,2001,0.494
United Kingdom,GBR,2002,0.535
United Kingdom,GBR,2003,0.742
United Kingdom,GBR,2004,0.933
United Kingdom,GBR,2005,1.565
United Kingdom,GBR,2006,1.955
United Kingdom,GBR,2007,2.477
United Kingdom,GBR,2008,3.446
United Kingdom,GBR,2009,4.419
United Kingdom,GBR,2010,5.421
United Kingdom,GBR,2011,6.596
United Kingdom,GBR,2012,9.03
United Kingdom,GBR,2013,11.282
United Kingdom,GBR,2014,13.074
United Kingdom,GBR,2015,14.305
United Kingdom,GBR,2016,16.126
United Kingdom,GBR,2017,19.585
United Kingdom,GBR,2018,21.605648
United Kingdom,GBR,2019,23.886917
United Kingdom,GBR,2020,24.45797
United Kingdom,GBR,2021,25.74829
United Kingdom,GBR,2022,28.762173
United Kingdom,GBR,2023,30.215172
United States,USA,2000,2.377
United States,USA,2001,3.8636398
United States,USA,2002,4.4166403
United States,USA,2003,5.99519
United States,USA,2004,6.4557996
United States,USA,2005,8.70641
United States,USA,2006,11.32879
United States,USA,2007,16.5151
United States,USA,2008,24.6513
United States,USA,2009,34.2958
United States,USA,2010,39.349697
United States,USA,2011,45.794968
United States,USA,2012,59.4533
United States,USA,2013,60.198166
United States,USA,2014,64.43018
United States,USA,2015,72.76724
United States,USA,2016,81.50236
United States,USA,2017,87.83077
United States,USA,2018,94.66618
United States,USA,2019,103.835556
United States,USA,2020,118.663536
United States,USA,2021,133.01929
United States,USA,2022,141.6739
United States,USA,2023,148.01987
United States Virgin Islands,VIR,2013,0.000100000005
United States Virgin Islands,VIR,2014,0.000100000005
United States Virgin Islands,VIR,2015,0.000100000005
United States Virgin Islands,VIR,2016,0.000100000005
United States Virgin Islands,VIR,2017,0.000100000005
United States Virgin Islands,VIR,2018,0.000100000005
United States Virgin Islands,VIR,2019,0.000100000005
United States Virgin Islands,VIR,2020,0.000100000005
United States Virgin Islands,VIR,2021,0.000100000005
United States Virgin Islands,VIR,2022,0.000100000005
United States Virgin Islands,VIR,2023,0.000100000005
Upper-middle-income countries,,2000,0.465528
Upper-middle-income countries,,2001,0.554441
Upper-middle-income countries,,2002,0.636801
Upper-middle-income countries,,2003,0.75275904
Upper-middle-income countries,,2004,1.035299
Upper-middle-income countries,,2005,1.3532591
Upper-middle-income countries,,2006,2.711022
Upper-middle-income countries,,2007,4.976967
Upper-middle-income countries,,2008,9.546794
Upper-middle-income countries,,2009,19.804358
Upper-middle-income countries,,2010,32.819942
Upper-middle-income countries,,2011,50.647934
Upper-middle-income countries,,2012,68.514565
Upper-middle-income countries,,2013,85.38279
Upper-middle-income countries,,2014,110.29161
Upper-middle-income countries,,2015,149.72247
Upper-middle-income countries,,2016,172.6946
Upper-middle-income countries,,2017,192.76819
Upper-middle-income countries,,2018,217.95865
Upper-middle-income countries,,2019,248.9811
Upper-middle-income countries,,2020,326.69492
Upper-middle-income countries,,2021,380.90533
Upper-middle-income countries,,2022,423.29346
Upper-middle-income countries,,2023,506.01074
Uruguay,URY,2000,0.00015
Uruguay,URY,2001,0.00015
Uruguay,URY,2002,0.00015
Uruguay,URY,2003,0.00015
Uruguay,URY,2004,0.00015
Uruguay,URY,2005,0.00015
Uruguay,URY,2006,0.00015
Uruguay,URY,2007,0.00015
Uruguay,URY,2008,0.0146
Uruguay,URY,2009,0.0306
Uruguay,URY,2010,0.040599998
Uruguay,URY,2011,0.043605
Uruguay,URY,2012,0.052605
Uruguay,URY,2013,0.059417
Uruguay,URY,2014,0.48126802
Uruguay,URY,2015,0.856756
Uruguay,URY,2016,1.2114561
Uruguay,URY,2017,1.513168
Uruguay,URY,2018,1.513168
Uruguay,URY,2019,1.5164881
Uruguay,URY,2020,1.5164881
Uruguay,URY,2021,1.5164881
Uruguay,URY,2022,1.51649
Uruguay,URY,2023,1.516479
Uzbekistan,UZB,2017,0.00075
Uzbekistan,UZB,2018,0.00075
Uzbekistan,UZB,2019,0.00075
Uzbekistan,UZB,2020,0.00075
Uzbekistan,UZB,2021,0.00075
Uzbekistan,UZB,2022,0.00075
Uzbekistan,UZB,2023,0.00075
Vanuatu,VUT,2008,0.003025
Vanuatu,VUT,2009,0.003025
Vanuatu,VUT,2010,0.003025
Vanuatu,VUT,2011,0.003025
Vanuatu,VUT,2012,0.003025
Vanuatu,VUT,2013,0.003025
Vanuatu,VUT,2014,0.003575
Vanuatu,VUT,2015,0.003575
Vanuatu,VUT,2016,0.003575
Vanuatu,VUT,2017,0.0033
Vanuatu,VUT,2018,0.0034
Vanuatu,VUT,2019,0.0034
Vanuatu,VUT,2020,0.0034
Vanuatu,VUT,2021,0.0034
Vanuatu,VUT,2022,0.00313
Vanuatu,VUT,2023,0.00313
Venezuela,VEN,2012,0.019
Venezuela,VEN,2013,0.043
Venezuela,VEN,2014,0.043
Venezuela,VEN,2015,0.043
Venezuela,VEN,2016,0.043
Venezuela,VEN,2017,0.043
Venezuela,VEN,2018,0.043
Venezuela,VEN,2019,0.043
Venezuela,VEN,2020,0.043
Venezuela,VEN,2021,0.043
Venezuela,VEN,2022,0.043
Venezuela,VEN,2023,0.043
Vietnam,VNM,2008,0.0013
Vietnam,VNM,2009,0.0088
Vietnam,VNM,2010,0.031
Vietnam,VNM,2011,0.031
Vietnam,VNM,2012,0.031
Vietnam,VNM,2013,0.053
Vietnam,VNM,2014,0.053
Vietnam,VNM,2015,0.136
Vietnam,VNM,2016,0.1602
Vietnam,VNM,2017,0.2047
Vietnam,VNM,2018,0.2367
Vietnam,VNM,2019,0.37454998
Vietnam,VNM,2020,0.518
Vietnam,VNM,2021,4.118
Vietnam,VNM,2022,5.065
Vietnam,VNM,2023,5.888
World,OWID_WRL,2000,16.956676
World,OWID_WRL,2001,23.947906
World,OWID_WRL,2002,30.711985
World,OWID_WRL,2003,38.645058
World,OWID_WRL,2004,47.65721
World,OWID_WRL,2005,58.382656
World,OWID_WRL,2006,73.13562
World,OWID_WRL,2007,91.52378
World,OWID_WRL,2008,115.54099
World,OWID_WRL,2009,150.12074
World,OWID_WRL,2010,181.07582
World,OWID_WRL,2011,220.20523
World,OWID_WRL,2012,267.27118
World,OWID_WRL,2013,299.9143
World,OWID_WRL,2014,349.41772
World,OWID_WRL,2015,416.33478
World,OWID_WRL,2016,466.95648
World,OWID_WRL,2017,515.0448
World,OWID_WRL,2018,563.8396
World,OWID_WRL,2019,622.7734
World,OWID_WRL,2020,733.71906
World,OWID_WRL,2021,824.602
World,OWID_WRL,2022,901.2308
World,OWID_WRL,2023,1017.1988